contract,question,kag_answer,status
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement,"Does the AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) Yes.

(2) The AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement includes a clause that restricts the Distributor from engaging in any business activities that compete with Airspan during the term of the agreement. Specifically, the Distributor is prohibited from offering services that compete with those provided by Airspan during the performance of the Agreement and for a period of three months following its termination. The agreement does not specify a geographic area for these restrictions, focusing solely on the time frame of three months post-termination.",success
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement,"Does the AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) Yes.

(2) The AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement grants exclusive rights to the Distributor to market and resell Airspan Products within a designated territory. This exclusivity is explicitly defined in the appointment section of the agreement, where the Distributor is appointed as an independent, exclusive distributor. Additionally, the agreement includes a non-competition clause that restricts the Distributor from representing or promoting products that are similar or competitive with Airspan Products without obtaining prior written consent from Airspan. This restriction is effective during the term of the agreement and extends for a period of three months after the agreement's expiration or termination, thereby preventing the Distributor from entering into similar agreements with third parties during this period.",success
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement,"Is there a provision in the AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) Yes.  
(2) The AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement contains a provision that prohibits the Distributor from soliciting or conducting business with the customers or clients of Airspan during the performance of the Agreement and for three (3) months after its termination. Specifically, it states that the Distributor will not offer services to third parties that compete with the services provided by Airspan, nor use knowledge acquired from Airspan to compete with Airspan or its customers for the specified duration. This provision ensures that the Distributor adheres to a non-compete obligation, safeguarding Airspan's business interests following the termination of the Agreement.",success
InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement,"Does the InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) Yes.  
(2) The InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement grants exclusive rights to one party, specifically the Contractor, to provide certain goods and services related to the manufacturing of specified products. This exclusivity is evident from the terms of the agreement, which stipulate that during the term of the agreement, the Contractor is prohibited from developing or assisting in the development of Patient-Specific Instrumentation for Off-The-Shelf Knee Implants for any third party in the field of orthopedics until January 1, 2032. This effectively prevents the Contractor from entering into similar agreements with third parties regarding these products during the specified period, thereby maintaining the exclusivity of the rights granted under the agreement.",success
InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement,"Does the InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) Yes.

(2) The Inmode Ltd Manufacturing Agreement includes a non-competition clause that restricts the Contractor from developing any product on its own account during the term of the Agreement and for an additional period of two years following the termination of the Agreement. However, the agreement does not specify any geographic area for this restriction, focusing solely on the time frame following termination.",success
InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement,"Is there a provision in the InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) No.  
(2) The Inmode Ltd Manufacturing Agreement does not contain a specific provision that explicitly prohibits a party from soliciting or doing business with the customers or clients of the other party. The passages provided focus on non-competition and non-solicitation clauses regarding employees rather than customers or clients. Therefore, there is no specified duration for such a prohibition as it is not mentioned in the agreement.",success
InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement,"Does the InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) Yes.  
(2) The Inmode Ltd Manufacturing Agreement contains an exception to the non-competition clause, which states that the restriction on employing the other party's employees can be waived by either party with written and specific consent. This indicates that while the agreement establishes competitive restrictions, it allows for flexibility through mutual agreement, enabling certain competitive activities or partnerships that would otherwise be prohibited if both parties consent in writing. However, the specific activities or partnerships that may be allowed under this exception are not detailed in the provided text.",success
GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement,"Does the GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) Yes.

(2) The GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement grants one party exclusive rights to provide certain goods or services. This exclusivity is outlined in the agreement's ""Exclusivity"" clause, which ensures that the rights granted are not available to others, thereby restricting that party from entering into similar agreements with third parties. Such exclusivity is intended to protect the interests of the party granted the exclusive rights and to prevent competition in the provision of the specified goods or services.",success
GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement,"Does the GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) Yes.  
(2) The GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6 License Agreement contains a provision that allows the Village Media Company to seek and exploit separate rights from any third party, which suggests a carve-out to any competitive restrictions that might otherwise be in place. Specifically, Section 2.14 of the agreement indicates that nothing in the agreement constrains the Village Media Company's ability to engage in separate activities or partnerships, thereby permitting them to explore additional opportunities without restriction. This flexibility implies that while there may be general competitive restrictions, the agreement explicitly allows for certain competitive activities or partnerships.",success
RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement,"Does the RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) No.  
(2) The provided passages do not contain any information indicating that the RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement includes any exceptions or carve-outs to competitive restrictions. Therefore, it cannot be confirmed whether such exceptions exist or what specific activities or partnerships would be allowed under those exceptions. The lack of detail regarding competitive activities or partnerships in the available excerpts suggests that the agreement maintains strict competitive restrictions without allowances.",success
RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement,"Is there a provision in the RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) No.  
(2) The provided passages do not indicate that the Ritter Pharmaceuticals Inc. Development Agreement contains a specific provision that prohibits a party from soliciting or doing business with the customers or clients of the other party. The focus of the passages is primarily on confidentiality obligations and the responsibilities of the parties, without any mention of solicitation restrictions or related durations. Therefore, no such prohibition appears to exist in the agreement.",success
RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement,"Does the RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) Yes.

(2) The Ritter Pharmaceuticals Inc. Development Agreement includes a clause that restricts a party from engaging in competitive business activities. Specifically, upon expiration or termination of the agreement, the individual agrees not to engage in a competitive business for a period of two years within a twenty-five-mile radius of specified locations. This restriction is designed to protect the legitimate interests of both parties involved in the agreement.",success
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,"Does the IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) Yes.

(2) The IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT does contain exceptions to competitive restrictions. Specifically, it allows either party or their affiliates to engage in enterprises that develop, manufacture, market, or sell products outside the defined ""Field of Agreement,"" provided that they do not violate the terms of the agreement. This effectively permits certain competitive activities and partnerships that would otherwise be restricted, enabling the parties to pursue opportunities outside the focused area of the joint venture. Additionally, activities that do not conflict with the rights granted within the Field of Agreement are allowed, ensuring flexibility in business engagements.",success
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,"Is there a provision in the IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) Yes. 

(2) The IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT does contain a provision that prohibits a party from soliciting or doing business with the customers or clients of the other party. Specifically, the agreement states that such restrictions will continue for a period of five (5) years after the termination of the agreement. This duration clearly delineates the obligations and restrictions placed on the parties involved in the agreement, ensuring that the business interests of both parties are protected for an extended period following the termination of their collaboration.",success
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,"Does the IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) No. 

(2) The IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT does not contain a specific clause that restricts a party from competing or engaging in business activities that compete with the other party. The passages provided primarily focus on the collaborative aspects of the agreement, confidentiality obligations, and the rights to exploit opportunities within a defined field, but they do not specify any competition restrictions, time frames, or geographic areas related to such restrictions. Therefore, it can be concluded that the agreement lacks explicit provisions that would impose such competitive limitations.",success
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement,"Does the EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) Yes.

(2) The Eton Pharmaceuticals Inc. Development Agreement grants ETON exclusive rights to develop, manufacture, import, use, promote, distribute, market, advertise, offer for sale, or sell the Products in the specified Territory. This exclusivity is reinforced by provisions that prevent Aucta from entering into similar agreements with third parties, ensuring that ETON maintains its exclusive rights to the Products, even against Aucta itself. Thus, Aucta cannot engage in any agreements that would allow other parties to develop or market the same Products in the specified Territory.",success
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement,"Does the EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) Yes.  
(2) The Eton Pharmaceuticals Inc. Development Agreement includes a clause that restricts one party from competing or engaging in business activities that would compete with the other party. This restriction is in effect during the specified ""Exclusivity Period,"" which generally implies that the party must not engage in any competitive activities related to the products covered under the agreement. However, the specific details regarding the time frame and geographic area for these restrictions are not explicitly mentioned in the provided passages. Typically, such restrictions would last for the duration of the agreement, but without direct reference to the specific terms in the document, the exact details remain unclear.",success
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement,"Is there a provision in the EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) No.  
(2) The provided passages do not include any information indicating that the Eton Pharmaceuticals Inc. Development Agreement contains a provision that explicitly prohibits a party from soliciting or doing business with the customers or clients of the other party. Therefore, there is no specified duration for such a prohibition within the agreement. The focus of the passages is primarily on the rights and obligations concerning the development, manufacturing, and distribution of products rather than on any restrictions related to solicitation or business dealings with customers.",success
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,"Does the ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1 contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) Yes.

(2) The ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1 includes specific exceptions to its competitive restrictions. For example, the Distributor is permitted to engage in advertising outside the designated territory, provided that such advertising is placed in specific media, excluding catalogs. Additionally, the agreement allows the Distributor to respond to unsolicited requests from customers located outside the territory, despite the general prohibition on promoting products outside that area. These exceptions grant the Distributor some flexibility within the overarching competitive restrictions outlined in the contract.",success
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,"Is there a provision in the ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1 contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) No.  
(2) The ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1 does not contain a provision that prohibits a party from soliciting or doing business with the customers or clients of the other party. Instead, it explicitly states that neither party is granted an exclusive right to purchase or sell Products, and both parties are free to develop, acquire, or sell competing products from other vendors or customers. This indicates that there are no restrictions placed on soliciting customers or clients of the other party, and thus there is no specified duration for such a prohibition.",success
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,"Does the ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1 contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) No.

(2) The ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1 does not grant one party exclusive rights to provide certain goods or services. It is structured as a nonexclusive value-added distributor agreement, allowing the distributor to operate within the defined territory without restricting them from entering into similar agreements with other parties. The agreement specifies the responsibilities and limitations of the distributor but does not confer exclusive rights to the distributor over the products or services provided.",success
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT","Does the NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) No.

(2) The NETGEAR, INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT does not contain any exceptions or carve-outs to the competitive restrictions outlined within the document. The agreement explicitly prohibits the distributor from engaging in actions such as translating, decompiling, disassembling, or using the software for competitive analysis. This clear prohibition indicates that there are no allowances for any competitive activities or partnerships that would otherwise be forbidden by the terms of the agreement.",success
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT","Is there a provision in the NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) No.

(2) The provided passages do not contain any information indicating that the NETGEAR, INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT includes a specific provision that prohibits a party from soliciting or doing business with the customers or clients of the other party. Therefore, there is no specified duration for such a prohibition since it does not exist within the agreement. The passages primarily focus on the responsibilities and obligations of the distributor without mentioning restrictions on solicitation or business dealings with the other party's customers.",success
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT","Does the NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) No.  
(2) The NETGEAR, INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT does not grant one party exclusive rights to provide certain goods or services. It is structured as a nonexclusive value-added distributor agreement, allowing the distributor to operate within the defined territory without restricting them from entering into similar agreements with other parties. The agreement specifies the responsibilities and limitations of the distributor but does not confer exclusive rights over the products or services provided.",success
EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement,"Does the EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) Yes.

(2) The EcoScience Solutions Inc. endorsement agreement grants exclusive rights to EcoScience Solutions Inc. regarding the endorsement of their ""ESSI Natural Supplementation Products."" The agreement contains an exclusivity clause that specifically prohibits the Talent (Stephen Marley) from endorsing or making appearances for any products that directly compete with ESSI's products during the term of the agreement. This restriction effectively prevents the Talent from entering into similar endorsement agreements with third parties that could compete with ESSI's offerings, thereby ensuring that ESSI maintains a competitive advantage in the market.",success
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,"Does the AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) No.  
(2) The AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT does not contain any exceptions or carve-outs to competitive restrictions that would allow certain competitive activities or partnerships that would otherwise be prohibited. The passages indicate that the agreement includes strict competitive restrictions without detailing any activities or partnerships that are permitted under those restrictions. Therefore, it can be concluded that the agreement maintains a rigid stance on competitive restrictions without any specified allowances.",success
EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement,"Does the EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) No.  
(2) The EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement does not contain any exceptions or carve-outs to competitive restrictions that would allow certain competitive activities or partnerships that would otherwise be prohibited. The agreement explicitly states that the Talent is prohibited from endorsing or making appearances for products that directly compete with EcoScience Solutions Inc.'s products during the term of the agreement. There are no details provided within the document that specify any allowed activities or partnerships that would otherwise be restricted by the competitive restrictions outlined in the agreement.",success
EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement,"Does the EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) Yes.

(2) The EcoScience Solutions Inc. Endorsement Agreement includes a clause that restricts the Talent, Stephen Marley, from entering into agreements with other companies or entities for endorsing or promoting products similar to the endorsed products during the term of the agreement. While the specific geographic area is not explicitly detailed in the provided excerpt, the agreement does indicate that the endorsement rights are granted within a defined contract territory, which implies a geographic restriction. The duration of this non-competition clause is tied to the term of the agreement, ensuring that the Talent cannot engage in competing endorsements throughout the duration of their contract with EcoScience Solutions.",success
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,"Does the AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) Yes.

(2) The AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT grants HDI exclusive rights to use the ""Deerskin"" brand for a dedicated website offering Deerskin Products directly to consumers. Additionally, Section 6 of the agreement prohibits the Company from participating in any similar projects concerning Deerskin Products during the term of the Agreement, effectively preventing the Company from entering into similar agreements with third parties regarding these products. This exclusivity ensures that HDI maintains its unique position in providing these products online.",success
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,"Is there a provision in the AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT contract that prohibits a party from soliciting or doing business with the customers or clients of the other party, and if so, does it specify a duration for this prohibition?","(1) **Yes.**  
(2) The AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT includes a provision that prohibits a party from soliciting or doing business with the customers or clients of the other party. However, the specific duration for this prohibition is not detailed in the provided information. Therefore, while the prohibition exists, the duration remains unspecified.",success
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT,"Does the AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) Yes.

(2) The AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT grants exclusive rights for specific products detailed in the agreement. This exclusivity prohibits the party receiving these exclusive rights from entering into similar agreements with third parties for the specified products during the term of the agreement. This restriction ensures that no further licenses for those products can be granted to others, thereby protecting the interests of the licensee and minimizing competition within the defined territory.",success
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,"Does the MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT contract contain an exception or carve-out to any competitive restriction, allowing certain competitive activities or partnerships that would otherwise be prohibited, and if so, does it specify the activities or partnerships allowed?","(1) Yes.

(2) The MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT contains a section titled ""Permitted Competitive Businesses,"" which indicates that specific businesses or activities are allowed despite the typical competitive restrictions imposed in such agreements. This suggests that there are defined activities or partnerships that are permitted under the agreement, although the exact details of these permitted activities or partnerships are not provided in the available excerpts.",success
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT,"Does the AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) No. 

(2) The AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT does not contain a specific provision that restricts a party from competing or engaging in a business activity that competes with the other party. Instead, the passages provided indicate that while there are clauses related to endorsements and approvals for marketing activities, there is no explicit mention of non-competition terms. Therefore, there are no specified time frames or geographic areas for such restrictions within this agreement.",success
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,"Does the MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) Yes.  
(2) The MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT includes a clause that restricts a party from competing or engaging in a business activity that competes with the other party. Specifically, the agreement states that for a duration of two (2) years after the expiration or termination of the agreement, the party is prohibited from directly or indirectly owning, managing, engaging in, or having any interest in any competitive business within a three (3) mile radius of the premises of the franchised business or any restaurant under construction to operate under the system. This clause explicitly outlines both the time frame of two years and the geographic limitation of a three-mile radius.",success
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,"Does the MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) Yes.

(2) The MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT grants exclusive rights to the franchisee to operate a franchised business within a specified territory. This exclusivity means that the franchisee has the sole right to provide certain goods or services related to the franchise during the term of the agreement. Additionally, the agreement typically includes clauses that prevent the franchisee from entering into similar agreements with third parties for the same goods or services within that territory, thereby ensuring that the franchisee maintains their exclusive rights and does not compete with other parties in the same market space. Such provisions are common in franchise agreements to protect the interests of the franchisor and the franchisee.",success
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT,"Does the LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) No.  
(2) The provided passages do not indicate that the LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT includes a clause that restricts a party from competing or engaging in a business activity that competes with the other party. The focus of the excerpts is on the duties of the Distributor, such as allowing end-users to undertake sales evaluations using the Distributor's demonstration equipment, but there is no mention of a non-competition clause or specific details regarding time frames or geographic areas for such restrictions. Therefore, it can be concluded that the agreement does not contain such provisions.",success
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2,"Does the UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2 contract include a clause that restricts a party from competing or engaging in a business activity that competes with the other party, and if so, does it specify a time frame or geographic area for this restriction?","(1) Yes.

(2) The UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2 includes a clause that restricts a party from competing or engaging in a business activity that competes with the other party. Specifically, it specifies a time frame of two years after the termination or expiration of the agreement within a defined geographic area, which is typically within a certain distance from the franchise premises or other locations associated with the franchise. This ensures that the interests of both parties are protected during and after the term of the agreement.",success
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT,"Does the LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT contract grant one party exclusive rights to provide certain goods or services, and if so, does it also prevent that party from entering into similar agreements with third parties?","(1) Yes.

(2) The LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT grants the Distributor exclusive rights to market and resell Airspan Products to customers in the designated territory. This exclusivity is explicitly defined in the appointment section of the agreement. Furthermore, the agreement includes a non-competition clause that prohibits the Distributor from entering into agreements with third parties for similar products without prior written consent from Airspan during the term of the agreement and for three months following its expiration or termination. This ensures that the exclusivity granted to the Distributor is maintained and that they cannot engage in similar agreements that would undermine the exclusivity during the specified period.",success
